PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
234,2022-10-16,15:05:34.35,3,3,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Berry, Blayze",,Right,UAB_BLA,Undefined,7,Top,1,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.35279,3.361594,-5.185829,2308.760501,126.783899,10:15,3.4206,3.96741,5.15773,-47.16195,12.81241,-14.20178,2.67141,-2.11094,63.15592,-5.319549,-7.670554,0.557384,,,,,,,,,,,,5.24331,5.86087,-3.47058,50,3.70102,9.71614,-101.23065,4.57759,5.32115,19.91545,-26.22618,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,847eb940-4d85-11ed-a00f-b5bf01ee722b,67.62386,,,7.19687,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:05:34.35,2022-10-16T15:05:34.3568342-04:00,2022-10-16T19:05:34.3568342Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,f72145a5-d9e5-4ac9-86dc-cff12e781903,55.33661,-102.27515,9.95773,3.42487,5.95307,-13.11309,-3.97284,9.43706,2.66057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
235,2022-10-16,15:06:18.09,3,4,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Berry, Blayze",,Right,UAB_BLA,Undefined,7,Top,1,1,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,71.29381,2.699337,-2.528489,2345.682389,108.087533,9:30,3.75515,4.05818,4.95376,-49.36625,8.42776,-19.8443,2.1962,0.01384,64.75672,-6.307648,-6.013642,0.547158,,,,,,,,,,,,8.97134,3.91492,-3.79587,50,3.97728,5.31274,-103.09745,3.3007,9.54383,18.9971,-28.00929,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,9e8970f0-4d85-11ed-a00f-b5bf01ee722b,68.88765,,,6.53708,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:06:18.09,2022-10-16T15:06:18.0973014-04:00,2022-10-16T19:06:18.0973014Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,6811854d-0357-4f4d-8beb-2fab484a320c,55.54395,-104.11399,9.49855,3.76056,4.79948,-14.00464,-4.06649,4.80205,4.77191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
236,2022-10-16,15:06:48.89,4,1,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Lewis Jr., Gavin",1000090409,Left,UAB_BLA,Undefined,7,Top,2,0,0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,80.05974,3.016717,-6.784753,2137.034619,277.378302,3:15,3.28202,4.15523,5.47096,-45.36369,-0.4128,14.41552,2.34744,-1.02281,72.82793,-5.252796,-4.248705,0.482548,48.04913,10.377922,170.577241,4044.090775,,,,48.30065,39.52387,169.707969,0.715737,-9.09603,-0.58004,-3.56606,50,3.51839,13.13494,-115.3235,4.56268,-12.25518,21.35699,-32.95554,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,b0e85a40-4d85-11ed-a00f-b5bf01ee722b,78.11128,4.02252,,7.2318,,,,0.16492,2.27325,1.17361,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:06:48.89,2022-10-16T15:06:48.8955350-04:00,2022-10-16T19:06:48.8955350Z,GroundBall,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,9edef730-13db-40f0-bb7f-65455182d39b,55.02966,-116.25122,10.67849,3.2891,5.99423,-16.47777,-4.14819,13.66729,-6.12759,349.724452,0.16492,-68.38378,2.09547,0.62638,-0.22518,0.07354,-0.01322,0.00434,-0.00104,2.27325,12.69483,-23.62757,2.33505,-0.47369,0.07309,-0.00976,0.00254,-0.00015,1.17361,11.34877,-1.64392,0.56319,-0.13521,0.02633,-0.00452,0.00107,-0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
237,2022-10-16,15:07:14.57,4,2,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Lewis Jr., Gavin",1000090409,Left,UAB_BLA,Undefined,7,Top,2,0,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.41086,3.511957,-5.959288,2011.865789,274.891215,3:15,3.43868,4.20948,5.57485,-44.09081,0.04394,15.54961,3.06669,-0.08105,73.31492,-4.547057,-3.211325,0.478147,,,,,,,,,,,,-9.40252,-0.4726,-3.7049,50,3.71416,11.48459,-116.02079,5.66171,-12.86615,20.91306,-32.82073,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,c0282940-4d85-11ed-a00f-b5bf01ee722b,78.83016,,,7.09594,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:07:14.57,2022-10-16T15:07:14.5706966-04:00,2022-10-16T19:07:14.5706966Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,984e6332-bb30-42da-be43-51c0152cb4e5,54.92628,-116.90539,10.45653,3.44532,7.04999,-16.41036,-4.2022,12.02882,-6.43307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
238,2022-10-16,15:07:32.53,4,3,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Lewis Jr., Gavin",1000090409,Left,UAB_BLA,Undefined,7,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,79.82411,5.881381,-6.446124,2100.925646,251.507118,2:30,3.26122,3.91985,5.65677,-40.62431,4.34953,8.96812,5.41523,-1.36998,72.55637,-1.548553,-4.866089,0.482671,,,,,,,,,,,,-6.18099,1.10327,-3.37742,50,3.73845,12.59731,-114.66331,10.56605,-8.28015,19.96694,-30.69609,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,cadbb960-4d85-11ed-a00f-b5bf01ee722b,78.09135,,,7.26774,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:07:32.53,2022-10-16T15:07:32.5333974-04:00,2022-10-16T19:07:32.5333974Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,59de2978-8895-4586-9304-0f543f81151e,54.84232,-115.50345,9.98347,3.26669,11.85763,-15.34804,-3.9148,12.94571,-4.14008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
239,2022-10-16,15:07:54.16,4,4,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Lewis Jr., Gavin",1000090409,Left,UAB_BLA,Undefined,7,Top,2,1,2,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,69.40128,2.661127,-3.943029,2223.454132,129.612393,10:15,3.72597,3.8534,4.91344,-47.87156,13.51005,-13.76564,2.26076,-1.02807,62.87461,-6.094132,-6.351416,0.563885,59.52902,52.224217,125.849751,3665.175286,,,,,32.84729,,,5.56933,6.40977,-3.45551,50,3.94746,7.40949,-100.17691,3.22102,5.58148,18.26442,-25.75027,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,d7d282c0-4d85-11ed-a00f-b5bf01ee722b,66.84419,34.39359,,6.52668,,,,1.95341,2.19347,1.00876,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:07:54.16,2022-10-16T15:07:54.1656022-04:00,2022-10-16T19:07:54.1656022Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,4aa94feb-8ba1-49a1-af7d-396d8e232c47,55.58396,-101.18986,9.13221,3.72922,4.64914,-12.87513,-3.85786,7.09994,2.79074,,1.95341,-31.32306,-5.78664,3.06473,-0.93228,0.26891,-0.1108,0.06046,-0.01905,2.19347,69.01033,-29.58952,4.20834,-0.84301,0.21147,-0.15944,0.12531,-0.04501,1.00876,43.3511,-2.20239,-0.65425,0.33858,-0.10022,0.00416,0.01553,-0.00753,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
240,2022-10-16,15:08:19.56,4,5,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Lewis Jr., Gavin",1000090409,Left,UAB_BLA,Undefined,7,Top,2,1,2,Slider,Curveball,InPlay,Undefined,Popup,Single,0,1,,69.82015,3.060946,-4.617637,2332.597287,92.215829,9:00,3.82601,3.84218,4.82465,-58.10869,2.58827,-15.74568,1.89494,-1.85294,63.73103,-7.425627,-7.363215,0.560731,63.52707,32.912815,3.297887,4281.066866,109.23658,44.28147,12.93578,201.76757,199.7248,8.419613,3.547378,6.43024,0.79406,-3.36851,50,4.08081,8.71098,-100.75958,3.5611,6.54463,17.89633,-31.36586,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,e6ed8bb0-4d85-11ed-a00f-b5bf01ee722b,67.22012,44.28498,,6.08913,,,,2.58981,2.09226,1.69181,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:08:19.56,2022-10-16T15:08:19.5657686-04:00,2022-10-16T19:08:19.5657686Z,FlyBall,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,ac505a1a-5e7d-4f89-8abd-2d03516afe53,55.67667,-101.76284,8.94816,3.83189,5.31946,-15.68293,-3.84657,8.34409,3.27231,196.870024,2.5899,78.08743,-12.83002,3.26478,-0.7191,0.1789,-0.05033,0.0098,-0.00079,2.09259,50.61358,-15.8285,0.17934,0.36678,-0.26609,0.09882,-0.0182,0.0013,1.6918,4.49975,1.83396,-0.43949,0.09511,-0.02565,0.00793,-0.00159,0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
241,2022-10-16,15:09:03.53,5,1,"Rhadans, Dalton",1000057298,Right,GEO_BUL,"Mullins, John",1000098903,Right,UAB_BLA,Undefined,7,Top,2,0,0,Fastball,Slider,InPlay,Undefined,FlyBall,Out,1,0,,80.35659,2.989327,-5.119305,2194.637683,270.585096,3:00,3.42068,4.29414,5.39261,-42.96073,1.22528,7.13426,2.65603,0.07797,73.74069,-4.837521,-3.860543,0.478425,74.29776,45.726446,-5.443837,,108.42775,82.6832,-18.53046,244.4104,244.4104,-12.702569,4.716597,-4.94331,0.16154,-3.84127,50,3.65813,10.12847,-116.18309,4.62198,-6.80469,20.32307,-31.95169,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,01203dc0-4d86-11ed-a00f-b5bf01ee722b,78.78444,85.33125,,6.6159,,,,1.72709,2.68852,-0.08362,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:09:03.53,2022-10-16T15:09:03.5307478-04:00,2022-10-16T19:09:03.5307478Z,FlyBall,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,eb1089e4-0be2-497a-9cfc-aaf35bf208ae,55.10983,-117.0735,10.16154,3.42496,6.02187,-15.97584,-4.29156,10.4266,-3.40235,160.178772,1.73005,75.65255,-15.2396,4.06691,-0.44798,-0.11091,0.05267,-0.0079,0.00042,2.68546,78.08623,-21.30056,1.8137,-0.30542,0.02415,0.01017,-0.00308,0.00023,-0.08312,-7.22923,-2.45819,0.64667,-0.06704,-0.01968,0.00885,-0.00131,7E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
242,2022-10-16,15:12:03.89,1,1,"Abernathey, Ben",,Right,UAB_BLA,"Allen, Dwight",90000204278,Right,GEO_BUL,Undefined,7,Bottom,0,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,90.04895,-0.746123,-4.740867,1983.35994,238.920323,2:00,5.7612,2.9569,4.56751,-24.99521,11.3352,16.88359,2.96577,-0.15794,82.28033,-5.299882,-1.797308,0.433817,100.19313,-1.366068,0.568361,1239.35973,,,,52.84709,50.33875,1.784314,0.366716,-9.57686,6.06044,-2.48134,50,5.66069,9.97727,-130.20408,-2.71679,-16.49086,26.5517,-21.73825,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,6ca34830-4d86-11ed-a00f-b5bf01ee722b,86.88555,3.13954,,7.76862,,,,1.69257,3.13954,0.13345,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:12:03.89,2022-10-16T15:12:03.8938582-04:00,2022-10-16T19:12:03.8938582Z,GroundBall,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,af99cf9e-1566-461f-a68c-bedf1cffbb70,55.93382,-131.40856,13.27585,5.76156,-1.73067,-10.86913,-2.95091,10.72535,-8.24543,260.434472,1.70036,146.61748,-19.73056,,,,,,,3.14167,-3.58036,-13.61342,,,,,,,0.12902,1.61928,6.89232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
243,2022-10-16,15:12:38.06,2,1,"Abernathey, Ben",,Right,UAB_BLA,"Spikes, Garrett",1000096937,Left,GEO_BUL,Undefined,7,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,89.26998,1.427703,-3.078124,1816.919879,266.651356,3:00,5.66341,3.06264,4.26021,-35.23049,2.3413,18.3606,4.09608,1.64415,80.90789,-4.912242,0.114375,0.441166,,,,,,,,,,,,-9.68729,1.10224,-2.74684,50,5.78338,5.99616,-129.10503,1.66333,-16.27189,28.08407,-30.3226,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,80ee9830-4d86-11ed-a00f-b5bf01ee722b,85.43818,,,8.36209,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:12:38.06,2022-10-16T15:12:38.0643798-04:00,2022-10-16T19:12:38.0643798Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,3b90c43a-00f4-47eb-b251-ea582bdb310a,56.23888,-130.45511,14.04203,5.66838,3.12102,-15.1613,-3.0539,6.7784,-8.13594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
244,2022-10-16,15:12:54.01,2,2,"Abernathey, Ben",,Right,UAB_BLA,"Spikes, Garrett",1000096937,Left,GEO_BUL,Undefined,7,Bottom,0,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.88101,-1.899792,-5.380933,2026.199987,243.124698,2:00,5.68029,2.99346,4.57328,-26.58537,9.82977,17.1728,1.64849,-0.71061,82.5782,-6.71051,-2.389736,0.434323,,,,,,,,,,,,-9.82938,5.60807,-2.45179,50,5.45803,11.40066,-129.84178,-5.41861,-16.90312,25.31952,-22.53011,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,8a7ae660-4d86-11ed-a00f-b5bf01ee722b,86.78442,,,7.30281,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:12:54.01,2022-10-16T15:12:54.0190166-04:00,2022-10-16T19:12:54.0190166Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,118b66ba-39b4-4174-a4a5-c6b2718abb02,55.92865,-130.99278,12.65976,5.68108,-4.39441,-11.26505,-2.98752,12.16906,-8.45156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
245,2022-10-16,15:13:10.58,2,3,"Abernathey, Ben",,Right,UAB_BLA,"Spikes, Garrett",1000096937,Left,GEO_BUL,Undefined,7,Bottom,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.1845,-0.262165,-6.238319,1310.855352,277.236151,3:15,5.16796,3.18032,4.86196,-45.59097,-0.59933,17.40343,1.1191,-1.29726,73.61562,-8.489151,-3.195467,0.482767,,,,,,,,,,,,-10.55686,0.20012,-2.57908,50,5.10302,12.04154,-117.0052,-2.24456,-14.47439,24.33433,-31.89967,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,946b9bb0-4d86-11ed-a00f-b5bf01ee722b,78.0759,,,7.56887,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:13:10.58,2022-10-16T15:13:10.5815510-04:00,2022-10-16T19:13:10.5815510Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,a5680025-b245-429b-9dab-609444ae9580,55.63894,-118.17215,12.16717,5.17398,-0.71482,-15.94984,-3.17318,12.73565,-7.2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
246,2022-10-16,15:13:28.01,2,4,"Abernathey, Ben",,Right,UAB_BLA,"Spikes, Garrett",1000096937,Left,GEO_BUL,Undefined,7,Bottom,0,2,1,Fastball,Sinker,InPlay,Undefined,Popup,Out,1,0,,89.54048,-0.183797,-4.389867,2093.135532,231.308483,1:45,5.63825,2.89198,4.68975,-24.49241,12.64335,14.088,3.42219,-0.1103,80.51221,-4.700928,-1.92734,0.438599,77.92926,57.795674,-7.968454,,105.31874,117.31708,-31.7482,184.21403,172.46896,-20.997553,5.362187,-8.31083,6.62489,-2.459,50,5.59834,9.2383,-129.28819,-1.36682,-13.87695,30.35399,-21.11222,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,9ebb8800-4d86-11ed-a00f-b5bf01ee722b,85.93826,118.29603,,9.02827,,,,1.66745,3.30242,0.11396,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:13:28.01,2022-10-16T15:13:28.0119254-04:00,2022-10-16T19:13:28.0119254Z,Popup,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,f98886b5-bfd8-4259-9b37-8d1b64da1fa0,55.80835,-130.64474,15.177,5.63834,-0.42329,-10.55611,-2.88572,9.85847,-6.93847,167.897013,1.67169,60.23779,-16.38953,4.22512,-0.47986,-0.0521,0.026,-0.00332,0.00015,3.30331,96.68323,-24.31942,2.11719,-0.12059,-0.08547,0.0305,-0.00425,0.00021,0.11495,-8.46127,-1.55497,0.22589,0.00117,-0.00516,-6E-05,0.00019,-2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
247,2022-10-16,15:14:04.92,3,1,"Abernathey, Ben",,Right,UAB_BLA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,7,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.41291,-0.468957,-4.296049,2006.984209,197.168074,12:30,5.68879,2.96026,4.33585,-14.40753,22.17946,6.47048,4.03873,-0.6138,81.92283,-3.183551,-3.173414,0.435346,,,,,,,,,,,,-4.35095,11.18512,-2.50357,50,5.62518,9.47644,-130.5832,-1.56999,-7.48718,28.37209,-12.92659,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,b4b8f4d0-4d86-11ed-a00f-b5bf01ee722b,86.58036,,,8.49008,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:14:04.92,2022-10-16T15:14:04.9287638-04:00,2022-10-16T19:14:04.9287638Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,42b49092-6866-43b7-bfd8-4f0b7a3bdfac,56.16104,-131.91503,14.18604,5.68464,-0.9632,-6.4633,-2.95665,9.8279,-3.74359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
248,2022-10-16,15:14:21.24,3,2,"Abernathey, Ben",,Right,UAB_BLA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,7,Bottom,1,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.17236,0.97358,-4.019021,1837.966278,51.84582,7:45,5.32714,3.28194,4.41131,-57.65554,-8.5402,-12.978,1.45402,-1.64138,71.38631,-9.282349,-6.276741,0.504406,,,,,,,,,,,,5.04882,-4.01185,-2.83996,50,5.37395,8.49856,-112.95839,-0.31001,6.43935,23.04798,-37.29083,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,be827310-4d86-11ed-a00f-b5bf01ee722b,74.72642,,,6.78606,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:14:21.24,2022-10-16T15:14:21.2435926-04:00,2022-10-16T19:14:21.2435926Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,8f960a6f-e00f-4312-92b7-664e8a23ef72,56.09032,-114.1943,11.52399,5.33696,1.68964,-18.64542,-3.28642,8.15326,3.21968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
249,2022-10-16,15:14:39.28,3,3,"Abernathey, Ben",,Right,UAB_BLA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,7,Bottom,1,2,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,88.43723,-0.3295,-4.918752,2082.019441,234.199563,1:45,5.56208,3.04004,4.66598,-26.99257,10.96536,13.35749,2.99855,-0.53065,79.97936,-5.269748,-2.587695,0.443428,98.05004,45.297187,-34.025772,4134.925197,90.37396,107.3613,-62.70972,334.23705,166.60894,-40.332375,6.114614,-8.04796,5.83449,-2.55036,50,5.50452,10.34783,-127.67911,-1.79815,-13.17763,28.2744,-22.62075,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,c93566f0-4d86-11ed-a00f-b5bf01ee722b,85.00248,140.54431,,8.45787,,,,2.38872,2.99214,0.58198,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:14:39.28,2022-10-16T15:14:39.2830422-04:00,2022-10-16T19:14:39.2830422Z,FlyBall,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,fb326323-6be5-4520-8e39-76449f2d16e9,55.83307,-128.96437,14.1372,5.56289,-0.76988,-11.31038,-3.03435,10.94683,-6.58881,174.661335,2.39189,83.76253,-22.3588,6.11363,-1.11315,0.10657,0.00117,-0.00115,7E-05,2.9791,102.43226,-22.9711,2.16289,-0.50631,0.12808,-0.02009,0.00156,-5E-05,0.5824,-56.59614,13.22482,-4.35668,1.00815,-0.1578,0.01427,-0.00058,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
250,2022-10-16,15:15:21.42,4,1,"Abernathey, Ben",,Right,UAB_BLA,"Moore, Trippe",1000069416,Right,GEO_BUL,Undefined,7,Bottom,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.9394,1.61272,-1.728745,1808.770184,51.648301,7:45,5.34331,3.16263,4.39188,-53.68743,-4.96362,-8.19107,2.4101,0.82914,71.56223,-7.973867,-3.158591,0.502391,,,,,,,,,,,,3.50606,-2.46543,-2.96934,50,5.46197,3.76193,-112.94706,1.10963,4.52533,20.72963,-35.35623,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,e25ebf50-4d86-11ed-a00f-b5bf01ee722b,75.02609,,,6.37717,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,19:15:21.42,2022-10-16T15:15:21.4219734-04:00,2022-10-16T19:15:21.4219734Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,810d6cfd-9f9d-4292-b780-7adf8b60e1c5,56.11015,-114.06297,10.36482,5.35101,3.01291,-17.67811,-3.1653,3.51833,2.26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
