PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
80,2022-10-16,13:40:24.57,2,2,"Greenler, Kyle",1000055576,Right,GEO_BUL,"Lewis Jr., Gavin",1000090409,Left,UAB_BLA,Undefined,3,Top,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.7178,-1.968886,-2.518396,2124.380189,201.147554,12:45,6.23685,0.83896,5.43425,-18.09336,17.18796,6.22166,2.88273,-1.00254,82.22323,-5.358541,-1.412613,0.427508,,,,,,,,,,,,-3.80949,9.51764,-0.62027,50,6.05003,5.44401,-130.10371,-5.07291,-6.55177,26.42873,-15.80513,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,9ebe8120-4d79-11ed-a00f-b5bf01ee722b,88.16787,,,7.49457,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:40:24.57,2022-10-16T13:40:24.5703512-04:00,2022-10-16T17:40:24.5703512Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,f35581d7-367e-4dbc-909e-bb3ec7556686,55.06507,-131.12857,13.21436,6.23487,-4.46002,-7.90256,-0.83631,5.69807,-3.27589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,2022-10-16,13:40:41.63,2,3,"Greenler, Kyle",1000055576,Right,GEO_BUL,"Lewis Jr., Gavin",1000090409,Left,UAB_BLA,Undefined,3,Top,1,1,1,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,79.87257,-0.456976,-1.02715,2397.231452,71.529433,8:30,6.12955,1.39214,4.98458,-46.10231,-1.28366,-7.5602,1.85608,-0.20795,74.34093,-8.743415,-2.363879,0.481838,80.39084,-5.862342,-21.657302,,,,,,8.26773,,,3.53394,-0.21969,-1.28654,50,6.0473,2.38747,-116.06856,-2.60528,4.87076,19.61979,-32.47682,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,a8f5b550-4d79-11ed-a00f-b5bf01ee722b,78.22643,2.06233,,5.53163,,,,2.2536,2.06233,-0.0635,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:40:41.63,2022-10-16T13:40:41.6393560-04:00,2022-10-16T17:40:41.6393560Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,3a2098be-94ed-404c-9440-994a38857c65,55.51867,-116.99769,9.8099,6.13426,-1.06727,-16.23841,-1.39414,2.1568,2.43538,180,2.25311,109.06869,,,,,,,,2.06239,-12.04929,,,,,,,,-0.0633,-43.30958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
82,2022-10-16,13:41:23.26,3,1,"Greenler, Kyle",1000055576,Right,GEO_BUL,"Mullins, John",1000098903,Right,UAB_BLA,Undefined,3,Top,2,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.33348,-1.487807,-1.518072,1426.604693,236.14914,1:45,6.20687,1.1848,5.35855,-30.88746,9.88938,12.94115,2.23683,0.83924,76.96021,-7.144658,0.783794,0.459598,,,,,,,,,,,,-6.89217,5.72532,-1.05787,50,6.05114,2.66655,-121.00704,-4.21455,-10.29522,21.96793,-23.62185,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,c1c5ca20-4d79-11ed-a00f-b5bf01ee722b,82.01173,,,6.37327,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:41:23.26,2022-10-16T13:41:23.2687960-04:00,2022-10-16T17:41:23.2687960Z,,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,a2983428-625c-40c1-af36-756a19c0062f,55.14188,-121.93694,10.98396,6.20838,-3.21465,-11.81092,-1.17997,3.10234,-5.14761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,2022-10-16,13:41:43.26,3,2,"Greenler, Kyle",1000055576,Right,GEO_BUL,"Mullins, John",1000098903,Right,UAB_BLA,Undefined,3,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,91.29599,-2.315586,-1.762242,2190.691261,209.404645,1:00,6.3183,0.9232,4.85894,-17.25304,17.75029,9.34733,2.68655,0.03361,83.17599,-5.532004,-0.116923,0.42582,101.34949,19.842657,22.025314,1513.644377,100.41491,32.76961,44.90916,316.5817,308.40366,28.60557,3.169796,-5.14835,9.77414,-0.75795,50,6.07596,3.6208,-132.24896,-5.97593,-9.09239,28.93794,-14.91212,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,cda493d0-4d79-11ed-a00f-b5bf01ee722b,88.5173,38.67441,,8.11999,,,,1.98442,2.7885,-0.07044,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:41:43.26,2022-10-16T13:41:43.2650584-04:00,2022-10-16T17:41:43.2650584Z,LineDrive,v3,226,471227,,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,cf244a4f-69b8-4597-a819-d4b09aac1fdf,55.64096,-133.47757,14.46897,6.31624,-5.34281,-7.45606,-0.91987,4.00684,-4.54619,239.269855,1.98445,129.61567,-22.76709,5.17079,-1.17506,0.24067,-0.03792,0.00274,5E-05,2.78845,50.45754,-19.62126,1.60005,-0.26765,0.05545,-0.0153,0.00384,-0.0004,-0.0703,52.4284,-0.18081,-1.18983,0.62673,-0.26696,0.08093,-0.01417,0.00106,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
84,2022-10-16,13:44:40.82,1,1,"Myers, Carson",1000126835,Left,UAB_BLA,"Harber, Parks",1000069415,Right,GEO_BUL,Undefined,3,Bottom,0,0,0,Fastball,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,1,,88.35769,-0.812442,1.790756,2329.880957,116.151503,9:45,5.66806,-1.35074,5.43984,-28.19872,8.17981,-14.32812,2.55698,-0.86736,80.9154,-6.007507,-0.760245,0.434104,92.45793,34.715183,26.976624,4039.245769,93.01605,66.40967,58.71901,331.37697,308.90061,39.423236,4.818048,7.77197,4.67189,1.20276,50,5.5767,-3.39014,-128.27055,-2.83868,12.94923,26.5206,-24.38999,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,377a1550-4d7a-11ed-a00f-b5bf01ee722b,86.82809,83.08537,,7.44229,,,,1.83118,2.60219,0.79568,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:44:40.82,2022-10-16T13:44:40.8297304-04:00,2022-10-16T17:44:40.8297304Z,FlyBall,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,11f45cc1-d2e9-4645-b93a-d607564a8ff9,55.06143,-129.31279,13.2603,5.66943,-1.88017,-12.195,1.34599,-3.89904,6.47461,220.29488,1.84091,99.11987,-24.32377,5.59505,-0.2794,-0.33097,0.11348,-0.01502,0.00073,2.60067,77.24456,-20.99466,1.02265,0.35226,-0.27629,0.09114,-0.01426,0.00084,0.79505,50.57583,-0.39362,-1.13737,0.51181,-0.15104,0.03213,-0.00414,0.00023,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
85,2022-10-16,13:45:30.61,2,1,"Myers, Carson",1000126835,Left,UAB_BLA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,3,Bottom,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.21412,-2.502344,2.187169,2228.687643,135.045749,10:30,5.64488,-1.3168,5.29929,-23.73442,13.08241,-11.86922,1.3145,-0.2515,80.74332,-6.884849,0.080112,0.436711,,,,,,,,,,,,6.59055,7.61351,1.127,50,5.4001,-4.35831,-127.85708,-6.43252,10.90232,26.5266,-19.57955,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,5529e030-4d7a-11ed-a00f-b5bf01ee722b,86.3097,,,7.47081,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:45:30.61,2022-10-16T13:45:30.6139480-04:00,2022-10-16T17:45:30.6139480Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,c8f50e0b-c767-44d7-9deb-3d3cd3a9a5cd,55.20085,-128.93159,13.2633,5.6446,-5.63941,-9.78978,1.31249,-4.79993,5.45116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2022-10-16,13:45:43.55,2,2,"Myers, Carson",1000126835,Left,UAB_BLA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,3,Bottom,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.00299,0.162374,0.902529,2570.061613,290.393509,3:45,5.59002,-1.26105,4.60544,-51.0918,-4.15079,15.03241,1.4868,0.84998,72.85753,-8.972167,3.541499,0.493114,,,,,,,,,,,,-7.16056,-1.72878,1.15317,50,5.55897,-2.44158,-114.63493,-1.61593,-9.5226,21.31088,-34.47308,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,5ce56600-4d7a-11ed-a00f-b5bf01ee722b,76.43754,,,6.14547,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:45:43.55,2022-10-16T13:45:43.5541848-04:00,2022-10-16T17:45:43.5541848Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,c03dd6a7-0f0a-460a-bb74-609e21e4d91a,55.89754,-115.7261,10.65544,5.59653,0.14919,-17.23654,1.26571,-1.954,-4.7613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2022-10-16,13:45:59.13,2,3,"Myers, Carson",1000126835,Left,UAB_BLA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,3,Bottom,0,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.46258,-2.388194,2.150789,1691.276169,109.012376,9:45,5.58043,-1.4835,5.26836,-35.99537,5.95075,-13.57312,0.3345,-0.59323,76.23675,-8.921532,-0.261091,0.466141,,,,,,,,,,,,7.46485,3.94689,1.29744,50,5.33501,-3.94521,-119.63279,-6.25976,10.86413,22.1643,-26.42982,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,662234a0-4d7a-11ed-a00f-b5bf01ee722b,80.86058,,,6.22583,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:45:59.13,2022-10-16T13:45:59.1329624-04:00,2022-10-16T17:45:59.1329624Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,2a1176a6-aaee-442d-befb-4e605de78913,55.23418,-120.59863,11.08215,5.58269,-5.10805,-13.21491,1.47968,-4.41863,5.43206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2022-10-16,13:46:17.98,2,4,"Myers, Carson",1000126835,Left,UAB_BLA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,3,Bottom,0,1,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,77.95597,1.491937,0.46864,2562.059566,285.859423,3:30,5.68066,-1.34242,4.64424,-50.61278,-2.49378,13.96615,2.88104,0.26677,71.66604,-7.600109,2.919706,0.499263,87.63265,40.503065,-12.39304,4958.216728,108.1928,88.24355,-19.85616,284.92689,282.93011,-6.237958,5.520677,-6.79674,-1.32236,1.28066,50,5.78654,-1.50139,-113.10262,1.07253,-8.8067,20.57086,-33.88747,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,71738b60-4d7a-11ed-a00f-b5bf01ee722b,75.49609,107.93152,,6.28992,,,,3.31744,3.09648,-0.1322,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:46:17.98,2022-10-16T13:46:17.9847512-04:00,2022-10-16T17:46:17.9847512Z,FlyBall,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,1ca3c083-0d72-4981-bec3-117eb6b69fb2,55.8589,-114.16325,10.28543,5.68619,2.81976,-16.94374,1.34637,-1.04732,-4.40335,185.640921,3.323,95.34297,-22.87827,5.8792,-0.98384,0.0766,0.00419,-0.0012,6E-05,3.09305,83.53367,-18.11519,0.44045,0.18336,-0.09678,0.02515,-0.00329,0.00016,-0.13424,-20.93627,6.80919,-1.39956,0.14709,0.01171,-0.00587,0.00067,-3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
89,2022-10-16,13:46:52.56,3,1,"Myers, Carson",1000126835,Left,UAB_BLA,"Wagner, Cole",1000107204,Left,GEO_BUL,Undefined,3,Bottom,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.0062,-0.681822,1.996528,2658.31286,296.730819,4:00,5.63435,-1.30989,4.63572,-51.0177,-4.29973,11.2306,0.73443,1.52431,73.36901,-9.767349,3.968523,0.491941,,,,,,,,,,,,-4.99024,-1.53835,1.09431,50,5.51729,-4.4721,-114.63247,-3.30777,-6.67075,20.27486,-34.23043,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,8601b0c0-4d7a-11ed-a00f-b5bf01ee722b,76.61977,,,5.63718,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:46:52.56,2022-10-16T13:46:52.5621080-04:00,2022-10-16T17:46:52.5621080Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,fa7ab5d4-007c-44ad-808a-ab8998da95c4,55.86698,-115.66549,10.13743,5.64139,-1.56368,-17.11522,1.31351,-4.13222,-3.33537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,2022-10-16,13:47:05.99,3,2,"Myers, Carson",1000126835,Left,UAB_BLA,"Wagner, Cole",1000107204,Left,GEO_BUL,Undefined,3,Bottom,1,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.29887,-0.742929,2.277438,2327.219226,150.997556,11:00,5.66833,-1.19183,5.28529,-20.38828,16.06347,-8.30122,3.27104,0.25624,81.13322,-4.536193,0.805708,0.434541,,,,,,,,,,,,4.7502,8.57067,0.99049,50,5.58593,-4.7267,-128.15949,-2.36324,7.95717,24.70597,-17.81706,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,8df55d90-4d7a-11ed-a00f-b5bf01ee722b,86.74081,,,7.16565,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:47:05.99,2022-10-16T13:47:05.9942232-04:00,2022-10-16T17:47:05.9942232Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,7d75e523-3211-4bad-8485-16b78a7a1964,55.21464,-129.16083,12.35299,5.66708,-1.64111,-8.90853,1.1886,-5.0492,3.97859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2022-10-16,13:47:23.04,3,3,"Myers, Carson",1000126835,Left,UAB_BLA,"Wagner, Cole",1000107204,Left,GEO_BUL,Undefined,3,Bottom,1,1,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,78.53526,-0.02623,1.123042,2572.772874,278.437622,3:15,5.52926,-1.40151,4.64714,-47.77337,-0.22224,11.64654,1.52322,0.63632,72.18246,-8.601316,3.168265,0.496309,,,,,,,,,,,,-5.44823,0.24776,1.27517,50,5.48266,-2.718,-113.90294,-1.82462,-7.13635,21.49979,-31.84955,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,982c6ab0-4d7a-11ed-a00f-b5bf01ee722b,75.94556,,,6.3528,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:47:23.04,2022-10-16T13:47:23.0459736-04:00,2022-10-16T17:47:23.0459736Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,7d9b2605-1b7b-438a-8793-22ba1aa65805,55.85488,-115.00277,10.7499,5.53433,-0.19535,-15.92477,1.40487,-2.35293,-3.56818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,2022-10-16,13:47:46.72,3,4,"Myers, Carson",1000126835,Left,UAB_BLA,"Wagner, Cole",1000107204,Left,GEO_BUL,Undefined,3,Bottom,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.07393,-1.413916,4.407193,2424.692571,142.395003,10:45,5.63639,-1.10693,5.42101,-23.40722,12.8278,-8.93264,2.35716,2.28514,80.94729,-5.764137,2.824793,0.433247,,,,,,,,,,,,5.77485,7.22788,0.72128,50,5.49449,-9.52613,-128.82639,-4.00433,9.65342,28.08798,-20.09168,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,a6506970-4d7a-11ed-a00f-b5bf01ee722b,86.9999,,,8.12663,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:47:46.72,2022-10-16T13:47:46.7269976-04:00,2022-10-16T17:47:46.7269976Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,e7c4e1b4-3030-41a6-857c-0ba33cc520e1,55.077,-129.92861,14.04399,5.63616,-3.2159,-10.04584,1.10253,-9.90494,4.82671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,2022-10-16,13:48:04.07,3,5,"Myers, Carson",1000126835,Left,UAB_BLA,"Wagner, Cole",1000107204,Left,GEO_BUL,Undefined,3,Bottom,1,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.6669,-1.651701,0.201362,2447.403327,296.802288,4:00,5.60102,-1.26914,4.66199,-51.22613,-3.74677,10.4406,-0.23733,-0.2078,72.5319,-10.78871,2.040547,0.495934,,,,,,,,,,,,-5.14252,-1.05957,1.23837,50,5.38533,-0.83064,-114.06601,-5.19616,-6.738,22.06018,-33.56234,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,b0a4c290-4d7a-11ed-a00f-b5bf01ee722b,76.00293,,,6.135,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:48:04.07,2022-10-16T13:48:04.0790872-04:00,2022-10-16T17:48:04.0790872Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,202bb84f-f4c1-401a-883b-cec128f01271,55.84093,-115.1901,11.03009,5.60654,-3.48598,-16.78117,1.27195,-0.4873,-3.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,2022-10-16,13:48:26.26,3,6,"Myers, Carson",1000126835,Left,UAB_BLA,"Wagner, Cole",1000107204,Left,GEO_BUL,Undefined,3,Bottom,1,3,2,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,89.43146,-3.594068,3.445143,2371.258022,120.58966,10:00,5.44309,-1.2209,5.69376,-25.86336,9.39689,-14.04261,-0.07218,0.82349,82.38476,-8.351065,0.935716,0.42738,,,,,,,,,,,,8.14945,6.06209,0.94037,50,5.12393,-7.21194,-129.52552,-9.04998,13.89454,26.1397,-21.83841,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,bdd5aec0-4d7a-11ed-a00f-b5bf01ee722b,88.19423,,,7.04671,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:48:26.26,2022-10-16T13:48:26.2674264-04:00,2022-10-16T17:48:26.2674264Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,a1528b98-1ba1-4435-98eb-9f590b504e70,54.80845,-130.49231,13.06985,5.44371,-8.24227,-10.9192,1.21661,-7.72584,6.94727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2022-10-16,13:49:00.92,4,1,"Myers, Carson",1000126835,Left,UAB_BLA,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,Undefined,3,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.85348,-2.392771,3.690631,2420.893666,140.399795,10:45,5.57857,-1.05845,5.54555,-20.89533,15.13658,-11.54898,1.59519,1.43297,81.20375,-6.292545,1.636243,0.432031,,,,,,,,,,,,6.92008,8.68449,0.74646,50,5.35719,-7.80388,-128.67835,-6.08357,11.59373,26.89517,-17.62429,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,d27c6530-4d7a-11ed-a00f-b5bf01ee722b,87.24471,,,7.64974,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:49:00.92,2022-10-16T13:49:00.9228120-04:00,2022-10-16T17:49:00.9228120Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,d3e6ed60-7bf9-4632-b083-07c12aab283d,54.95505,-129.70987,13.44759,5.57755,-5.40762,-8.81215,1.05429,-8.24854,5.79686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,2022-10-16,13:49:19.51,4,2,"Myers, Carson",1000126835,Left,UAB_BLA,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,Undefined,3,Bottom,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.14886,-2.592588,2.77469,2345.43105,131.771523,10:30,5.45042,-1.14351,5.62547,-23.27332,12.283,-12.48898,1.08721,0.40697,81.77117,-6.908411,0.545413,0.429171,,,,,,,,,,,,7.13544,7.28189,0.91528,50,5.21424,-5.73057,-129.25072,-6.65436,12.08742,26.58628,-19.83858,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,dd993e70-4d7a-11ed-a00f-b5bf01ee722b,87.82625,,,7.37769,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:49:19.51,2022-10-16T13:49:19.5122520-04:00,2022-10-16T17:49:19.5122520Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,0f038067-a9fb-4d02-be26-ac1142fe26a2,54.87539,-130.2497,13.29314,5.45027,-5.90892,-9.91929,1.13914,-6.18476,6.04371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2022-10-16,13:49:40.38,4,3,"Myers, Carson",1000126835,Left,UAB_BLA,"Gonzalez, Fernando",1000064202,Right,GEO_BUL,Undefined,3,Bottom,1,2,0,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,89.6414,-1.476039,2.89651,2388.010219,123.140402,10:00,5.49869,-1.22595,5.56374,-27.11202,8.17788,-10.79335,1.85833,0.5829,82.01176,-6.479689,0.97252,0.427559,,,,,,,,,,,,6.30197,4.88138,0.98323,50,5.35332,-6.10716,-129.99579,-4.32767,10.77357,27.49404,-23.82906,GEO_BUL,UAB_BLA,UGeorgia,TeamExclusive,Team,20221016-UGeorgia-Private-1,ea007200-4d7a-11ed-a00f-b5bf01ee722b,88.15718,,,7.62964,,,,,,,d646597b-af5f-433c-a283-a3f30d1ae2e6,2022-10-16,17:49:40.38,2022-10-16T13:49:40.3851608-04:00,2022-10-16T17:49:40.3851608Z,,v3,226,471227,,"Hunter, Henry",1000076894,Right,UAB_BLA,928df946-48fd-4219-88cd-7bad79b3530e,54.93672,-131.03574,13.74702,5.49997,-3.42634,-11.91453,1.22193,-6.51467,5.38678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
