PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
56,2022-09-23,16:16:42.95,1,2,"Finley, Leighton",1000110595,Right,GEO_PRA,"Collins, Corey",690970,Left,GEO_BUL,Undefined,2,Bottom,0,0,1,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,93.13665,-3.429151,-0.767548,1958.7861,,,6.3525,1.85576,4.93551,,,,2.58865,2.57715,84.07031,-4.72127,2.292048,0.418701,,,,,,,,,,,,-8.69626,14.94198,-1.79586,50,6.01435,0.91501,-134.70457,-8.12588,-15.81578,32.04318,-4.99927,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,a5b41760-3b7c-11ed-8e05-8da7bbbf7e98,90.02232,,,9.06634,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:16:42.95,2022-09-23T16:16:42.9530000-04:00,2022-09-23T20:16:42.9530000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,3cd0f68e-2cc1-4659-bb75-08485a799228,55.56103,-136.02098,16.02159,6.34397,-7.9205,-2.49964,-1.8468,1.56476,-7.90789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
57,2022-09-23,16:16:56.82,1,3,"Finley, Leighton",1000110595,Right,GEO_PRA,"Collins, Corey",690970,Left,GEO_BUL,Undefined,2,Bottom,0,1,1,ChangeUp,,InPlay,Undefined,FlyBall,Out,1,0,,87.12331,-2.206965,-3.870443,1771.947497,,,6.09624,1.84571,5.05281,,,,1.85972,0.37311,78.39721,-6.983399,0.752785,0.448249,78.24397,32.644179,6.463696,2750.209554,109.34336,57.52012,11.99863,289.89018,288.7629,6.087459,4.516259,-14.34485,7.58166,-1.49902,50,5.86568,7.32602,-125.88537,-5.79064,-22.62163,29.66963,-20.2179,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,ae0351b0-3b7c-11ed-8e05-8da7bbbf7e98,84.08823,66.86735,,8.72611,,,,3.0468,2.29119,-0.26911,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:16:56.82,2022-09-23T16:16:56.8240000-04:00,2022-09-23T20:16:56.8240000Z,FlyBall,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,fc64ca14-f0ef-4161-9dd5-19e07ebbd640,55.44732,-127.16276,14.83481,6.09625,-4.92018,-10.10895,-1.8354,8.29996,-11.31082,,3.04853,95.97598,-15.40285,3.2403,-0.4312,0.00116,0.01021,-0.00127,4E-05,2.29047,61.91553,-16.10091,0.72784,-0.045,-0.03611,0.02002,-0.00389,0.00026,-0.26877,10.87066,-1.366,0.08384,0.04658,-0.02024,0.00327,-0.00016,-0,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,High,High,,,
58,2022-09-23,16:17:25.70,2,1,"Finley, Leighton",1000110595,Right,GEO_PRA,"Spikes, Garrett",1000096937,Left,GEO_BUL,Undefined,2,Bottom,1,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,93.5353,-1.034733,-4.163744,2098.540152,,,6.30155,1.86063,5.59317,,,,4.47699,-1.25393,83.89392,-3.076802,-2.500531,0.413097,,,,,,,,,,,,-6.0017,12.05705,-1.50875,50,6.20598,9.38883,-135.19608,-2.66295,-10.94161,33.59865,-10.19303,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,bf304ab0-3b7c-11ed-8e05-8da7bbbf7e98,91.24365,,,9.64139,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:17:25.70,2022-09-23T16:17:25.7000000-04:00,2022-09-23T20:17:25.7000000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,8725e5b1-601f-4b2a-b0fa-156d5128bb5a,54.90124,-136.40869,16.79932,6.29545,-2.29508,-5.09652,-1.85473,9.78372,-5.4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
59,2022-09-23,16:17:40.75,2,2,"Finley, Leighton",1000110595,Right,GEO_PRA,"Spikes, Garrett",1000096937,Left,GEO_BUL,Undefined,2,Bottom,1,1,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,94.04185,-5.363776,-3.326137,2009.039881,,,6.37201,1.80683,5.07128,,,,1.12597,0.0362,83.56522,-5.953123,-0.432202,0.418064,,,,,,,,,,,,-9.25934,17.95166,-1.50455,50,5.86068,7.03249,-135.2939,-12.55451,-16.74395,36.22327,0.28855,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,c82ed7d0-3b7c-11ed-8e05-8da7bbbf7e98,90.15955,,,10.47663,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:17:40.75,2022-09-23T16:17:40.7570000-04:00,2022-09-23T20:17:40.7570000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,30835f15-1093-4dbc-8278-babe72442c4d,55.42507,-136.73867,18.11164,6.36165,-12.56602,0.14428,-1.79836,7.70033,-8.37198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
60,2022-09-23,16:17:58.34,2,3,"Finley, Leighton",1000110595,Right,GEO_PRA,"Spikes, Garrett",1000096937,Left,GEO_BUL,Undefined,2,Bottom,1,2,0,Fastball,,InPlay,Undefined,GroundBall,Error,0,0,,92.66067,-2.761099,-2.973366,2043.911508,,,6.11426,1.78487,5.06248,,,,2.28144,-0.26143,83.84673,-5.54397,-1.36451,0.419737,69.87086,-16.789425,1.409617,,,,,7.92263,0.6658,3.305104,0.074241,-5.42512,10.77434,-1.50966,50,5.84046,6.51497,-133.98823,-6.95517,-9.77587,31.3219,-12.75906,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,d2a67060-3b7c-11ed-8e05-8da7bbbf7e98,89.8002,2.20441,,8.81394,,,,0.60543,2.20441,0.27703,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:17:58.34,2022-09-23T16:17:58.3460000-04:00,2022-09-23T20:17:58.3460000Z,GroundBall,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,04adf863-283e-48d8-a14f-a1d0f3729297,55.43528,-135.25285,15.66095,6.11088,-6.44002,-6.37953,-1.78067,6.90967,-4.88793,,0.6018,98.38298,,,,,,,,2.20551,-29.69275,,,,,,,,0.27694,2.42095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,Estimated,Estimated,,,
61,2022-09-23,16:18:35.84,3,1,"Finley, Leighton",1000110595,Right,GEO_PRA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,2,Bottom,1,0,0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.60044,-2.368854,-3.789139,2016.304877,,,6.21354,1.79883,5.0042,,,,2.66047,-0.84977,82.9071,-5.338671,-1.817673,0.42508,,,,,,,,,,,,-6.65729,10.53213,-1.44382,50,5.97343,8.2195,-132.37891,-6.0141,-11.72535,30.22597,-13.62406,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,e90473c0-3b7c-11ed-8e05-8da7bbbf7e98,88.67134,,,8.69333,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:18:35.84,2022-09-23T16:18:35.8420000-04:00,2022-09-23T20:18:35.8420000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,1abcc307-88f8-42cb-87c6-4e87443b3641,55.4931,-133.62726,15.11299,6.2102,-5.45142,-6.81203,-1.79329,8.70376,-5.86267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
62,2022-09-23,16:18:56.03,3,2,"Finley, Leighton",1000110595,Right,GEO_PRA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,2,Bottom,1,0,1,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.00961,-2.96687,-4.02228,2094.449784,,,6.22368,1.72924,5.37536,,,,2.05448,-1.02175,84.48056,-6.081346,-1.840535,0.415434,,,,,,,,,,,,-7.34095,9.62044,-1.37732,50,5.94572,8.87057,-134.44888,-7.53882,-13.36898,30.53053,-14.65376,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,f5080380-3b7c-11ed-8e05-8da7bbbf7e98,90.73017,,,8.52904,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:18:56.03,2022-09-23T16:18:56.0390000-04:00,2022-09-23T20:18:56.0390000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,32fe313f-ed1c-49c1-b632-b1609f849862,55.12298,-135.60721,15.26527,6.2212,-6.98285,-7.32688,-1.7235,9.37779,-6.68449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
63,2022-09-23,16:19:16.68,3,3,"Finley, Leighton",1000110595,Right,GEO_PRA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,2,Bottom,1,0,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,93.50345,-3.268577,-4.887032,2068.075851,,,6.43387,1.62578,5.45769,,,,2.64346,-2.20109,84.25675,-4.996922,-3.276152,0.414439,,,,,,,,,,,,-6.06036,13.66855,-1.20031,50,6.13894,11.09416,-134.87449,-7.88801,-11.0408,32.34253,-7.27257,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,01574240-3b7d-11ed-8e05-8da7bbbf7e98,90.94808,,,9.2467,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:19:16.68,2022-09-23T16:19:16.6870000-04:00,2022-09-23T20:19:16.6870000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,ab41f1e6-1b45-4136-bb44-7f6d01872cbb,55.03878,-136.07741,16.17126,6.42729,-7.61752,-3.63629,-1.62057,11.5048,-5.5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
64,2022-09-23,16:19:37.86,3,4,"Finley, Leighton",1000110595,Right,GEO_PRA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,2,Bottom,1,1,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,93.55745,-4.14305,-4.548031,2057.227001,,,6.35956,1.78694,5.09042,,,,1.44407,-1.46007,84.59138,-6.432822,-2.334094,0.416765,,,,,,,,,,,,-7.61032,12.3367,-1.3664,50,5.95742,10.10864,-134.86354,-10.15113,-13.89788,31.64262,-9.64489,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,0df7ae40-3b7d-11ed-8e05-8da7bbbf7e98,90.44058,,,8.96607,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:19:37.86,2022-09-23T16:19:37.8690000-04:00,2022-09-23T20:19:37.8690000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,9bf49978-6942-455f-9f11-5205fc1d2879,55.40756,-136.12639,15.82131,6.35487,-9.7662,-4.82244,-1.7809,10.66329,-6.94894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
65,2022-09-23,16:19:57.90,3,5,"Finley, Leighton",1000110595,Right,GEO_PRA,"Thomas, Justin",1000088291,Right,GEO_BUL,Undefined,2,Bottom,1,2,2,Fastball,,InPlay,Undefined,GroundBall,Out,2,0,,91.62584,-3.243111,-2.922408,2032.29403,,,6.44486,1.61471,4.97074,,,,2.61217,-0.35964,83.31484,-5.043502,-1.256806,0.424036,98.11833,2.09253,-8.928523,1656.794121,,,,71.22797,70.98565,-9.150236,0.51945,-5.55181,13.96867,-1.34036,50,6.12447,6.31569,-132.54326,-7.75171,-9.849,29.05705,-7.39336,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,19ed5b50-3b7d-11ed-8e05-8da7bbbf7e98,88.88968,3.10218,,8.311,,,,1.89918,2.78197,0.26826,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:19:57.90,2022-09-23T16:19:57.9000000-04:00,2022-09-23T20:19:57.9000000Z,GroundBall,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,9f6dfd24-c914-4246-a9fe-f87e7e9ee403,55.52935,-133.74995,14.52852,6.44001,-7.44468,-3.69668,-1.61114,6.7247,-4.9245,,1.9191,141.5521,-19.06945,,,,,,,2.79868,4.8212,-19.71191,,,,,,,0.27059,-22.3809,0.09666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,High,High,,,
66,2022-09-23,16:23:25.21,1,1,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Harber, Parks",1000069415,Right,GEO_PRA,Undefined,3,Top,0,0,0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.50089,-2.795134,-2.371999,2190.789649,,,6.00498,1.0274,6.01658,,,,2.3056,-0.46281,82.29591,-5.366443,-0.844692,0.42092,,,,,,,,,,,,-5.04674,11.90871,-0.84587,50,5.77819,5.07041,-131.18373,-6.74108,-8.7502,29.05545,-11.52626,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,9575f5c0-3b7d-11ed-8e05-8da7bbbf7e98,89.54765,,,8.20498,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:23:25.21,2022-09-23T16:23:25.2110000-04:00,2022-09-23T20:23:25.2110000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,fb8ef6f1-6bf0-4daa-a66a-4c1f97f79cbf,54.48152,-132.1726,14.52772,6.00094,-6.3488,-5.76313,-1.0235,5.36821,-4.3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
67,2022-09-23,16:23:39.43,1,2,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Harber, Parks",1000069415,Right,GEO_PRA,Undefined,3,Top,0,0,1,Fastball,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.86348,-1.541504,-2.187293,2088.823537,,,5.59562,1.04954,5.83737,,,,2.15355,-0.12032,82.21262,-6.031097,-0.328327,0.424027,,,,,,,,,,,,-5.89418,6.19268,-0.87722,50,5.45571,4.53401,-130.4182,-4.32422,-10.1475,27.53375,-21.51262,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,9df71580-3b7d-11ed-8e05-8da7bbbf7e98,88.89163,,,7.65086,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:23:39.43,2022-09-23T16:23:39.4380000-04:00,2022-09-23T20:23:39.4380000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,fccfd73d-f3f8-40bb-a017-abdc5ba7ee1e,54.66173,-131.39869,13.76688,5.59606,-3.55814,-10.75631,-1.04511,4.89537,-5.07375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
68,2022-09-23,16:23:57.91,1,3,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Harber, Parks",1000069415,Right,GEO_PRA,Undefined,3,Top,0,0,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,91.0179,1.224769,-2.615884,2156.217427,,,5.83103,1.17789,5.52151,,,,5.68267,-0.11292,82.10556,-1.754286,-0.145841,0.423102,,,,,,,,,,,,-7.70406,9.51764,-0.95922,50,5.92757,5.37063,-131.84951,2.36591,-13.44523,30.28259,-15.56373,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,a8f431c0-3b7d-11ed-8e05-8da7bbbf7e98,89.08593,,,8.91234,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:23:57.91,2022-09-23T16:23:57.9140000-04:00,2022-09-23T20:23:57.9140000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,e1c6b89b-3393-4cae-bc53-19589d4d57b9,54.97451,-132.98712,15.14129,5.82771,2.95059,-7.78187,-1.17046,5.87573,-6.72261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
69,2022-09-23,16:24:15.59,1,4,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Harber, Parks",1000069415,Right,GEO_PRA,Undefined,3,Top,0,1,2,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,90.49159,-1.663558,-3.113762,2209.244194,,,5.3393,0.78504,5.91508,,,,2.08332,-1.21644,82.16638,-5.532308,-1.196523,0.422117,,,,,,,,,,,,-6.36264,7.9476,-0.54108,50,5.1941,6.66492,-131.13747,-4.46241,-11.00529,29.47318,-18.42736,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,b37da4a0-3b7d-11ed-8e05-8da7bbbf7e98,89.2939,,,8.32522,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:24:15.59,2022-09-23T16:24:15.5920000-04:00,2022-09-23T20:24:15.5920000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,4d6ca4c5-d9db-41fa-8494-ee6351460a7a,54.58229,-132.16333,14.73659,5.33825,-3.82101,-9.21368,-0.77973,7.04798,-5.50264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
70,2022-09-23,16:24:32.27,1,5,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Harber, Parks",1000069415,Right,GEO_PRA,Undefined,3,Top,0,2,2,Slider,,InPlay,Undefined,FlyBall,HomeRun,0,1,,74.93764,2.155724,-0.471996,2161.565548,,,5.73826,1.27689,4.69252,,,,3.57323,0.03889,68.17565,-6.992336,-2.135564,0.521386,98.93957,33.29497,-17.167563,2561.953958,105.18303,70.17266,-32.19412,383.00066,372.43874,-18.59572,5.578442,4.54843,0.71248,-1.21975,50,5.91161,1.27358,-108.54731,2.31876,5.38148,20.48032,-31.33107,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,bd83b6b0-3b7d-11ed-8e05-8da7bbbf7e98,72.29283,104.98987,,6.76199,,,,1.95086,3.5871,0.08831,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:24:32.27,2022-09-23T16:24:32.2770000-04:00,2022-09-23T20:24:32.2770000Z,FlyBall,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,6d9b9385-10ae-40cc-8b1d-1957e71dbf05,55.80816,-109.63769,10.24016,5.74375,3.98685,-15.66553,-1.27993,0.98707,2.69074,,1.95585,115.79866,-23.35582,5.44176,-0.96391,0.13045,-0.01435,0.00129,-6E-05,3.58553,79.67556,-17.25397,0.59061,0.15513,-0.11209,0.03037,-0.00385,0.00019,0.08682,-35.77436,6.97149,-1.82355,0.36446,-0.05586,0.00629,-0.00049,2E-05,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,High,Medium,,,
71,2022-09-23,16:25:14.91,2,1,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Wagner, Cole",1000107204,Left,GEO_PRA,Undefined,3,Top,0,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,89.58529,-1.465643,-0.717491,2149.852618,,,5.67354,1.30366,5.45844,,,,3.13628,1.98628,79.96881,-4.191656,2.175354,0.43311,,,,,,,,,,,,-8.283,12.00666,-1.25128,50,5.53514,0.85109,-129.65524,-3.67201,-13.77406,32.94261,-12.20775,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,d6dfdee0-3b7d-11ed-8e05-8da7bbbf7e98,87.02736,,,9.61648,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:25:14.91,2022-09-23T16:25:14.9120000-04:00,2022-09-23T20:25:14.9120000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,61bc742d-24b0-467a-b5c9-5162cb659fc4,55.03468,-130.92819,16.4713,5.66792,-3.20029,-6.10387,-1.29445,1.38334,-6.88703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
72,2022-09-23,16:25:27.83,2,2,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Harber, Parks",1000069415,Right,GEO_PRA,Undefined,3,Top,0,1,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,89.07394,-2.582534,-1.884593,2167.198368,,,5.45532,1.15713,5.60204,,,,0.87901,0.32046,80.65,-7.399904,0.094826,0.432641,,,,,,,,,,,,-6.21154,6.35803,-1.00308,50,5.21739,3.75691,-128.99776,-6.72282,-10.32269,30.27955,-21.60787,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,de94d500-3b7d-11ed-8e05-8da7bbbf7e98,87.12166,,,8.42393,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:25:27.83,2022-09-23T16:25:27.8380000-04:00,2022-09-23T20:25:27.8380000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,3a8d99f3-2241-4bcc-ab73-cb5c11903edc,54.89594,-130.14191,15.13978,5.45599,-5.90634,-10.80393,-1.1524,4.14696,-5.16135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
73,2022-09-23,16:25:41.53,2,3,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Wagner, Cole",1000107204,Left,GEO_PRA,Undefined,3,Top,0,2,0,Fastball,,InPlay,Undefined,FlyBall,Out,1,0,,89.91915,-3.126971,-2.464993,2200.279818,,,5.78137,1.37373,5.68037,,,,2.30514,0.58741,80.00513,-4.565169,0.776087,0.430781,92.06926,48.511899,-17.340024,4966.506133,100.93976,107.02165,-43.71642,271.95405,149.04795,-32.303806,5.391133,-10.07426,16.29473,-1.17759,50,5.51389,4.78227,-129.98361,-7.13643,-16.78513,33.88296,-5.0247,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,e6bfe580-3b7d-11ed-8e05-8da7bbbf7e98,87.49796,120.23737,,9.91403,,,,1.99085,2.21574,-0.40583,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:25:41.53,2022-09-23T16:25:41.5350000-04:00,2022-09-23T20:25:41.5350000Z,FlyBall,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,b0b8ef1e-8faa-4a6a-81e3-4021141151d8,54.8167,-131.23317,16.94148,5.77366,-6.95113,-2.51235,-1.36537,5.40129,-8.39256,,1.99673,85.28069,-23.12534,6.26151,-1.30355,0.24602,-0.0404,0.00442,-0.00021,2.21835,101.09811,-26.46295,2.50087,-0.07506,-0.12638,0.0386,-0.00483,0.00023,-0.40746,-26.62875,0.78289,-0.35729,0.03124,0.01692,-0.00618,0.00081,-4E-05,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,High,Low,,,
