PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
108,2022-09-23,16:47:44.43,2,6,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Boykin, Lukas",1000097214,Right,GEO_PRA,Undefined,4,Top,1,2,2,Fastball,,FoulBall,Undefined,Undefined,Undefined,0,0,,89.54401,-2.087978,-3.086519,1998.127332,,,5.60655,1.0747,5.9881,,,,2.04816,-0.73524,82.12133,-5.74868,-0.816807,0.423935,,,,,,,,,,,,-7.36016,8.74453,-0.8381,50,5.43078,6.48576,-129.92216,-5.34064,-12.6179,26.45942,-17.18287,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,fb43ca50-3b80-11ed-8e05-8da7bbbf7e98,88.91082,,,7.42268,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:47:44.43,2022-09-23T16:47:44.4350000-04:00,2022-09-23T20:47:44.4350000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,600036c0-6fe1-4d5d-ae59-efd7693ced88,54.51274,-130.83798,13.22971,5.60533,-4.7459,-8.59143,-1.07014,6.92249,-6.30895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
109,2022-09-23,16:48:07.34,2,7,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Boykin, Lukas",1000097214,Right,GEO_PRA,Undefined,4,Top,1,2,2,Fastball,,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,91.5155,-4.605707,-2.342442,2162.47869,,,6.04118,1.17468,5.64673,,,,1.78293,0.29747,80.74037,-4.761751,0.457921,0.425723,,,,,,,,,,,,-8.74402,20.03828,-0.98578,50,5.65009,4.65693,-131.94561,-10.30594,-14.9108,36.62253,1.9963,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,08e838d0-3b81-11ed-8e05-8da7bbbf7e98,88.53747,,,10.77513,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:48:07.34,2022-09-23T16:48:07.3410000-04:00,2022-09-23T20:48:07.3410000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,b294d2db-2121-4eb3-8427-def51bdb8984,54.84797,-133.28441,18.31126,6.02817,-10.37892,0.99815,-1.16598,5.20201,-7.4554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.12063,2.812398,1.776436,1.035962,-0.22411,1.64581,-0.31181,-5.13204,6.18077,4.31121,67.50978,4.53075,57.27333,-5.02679,77.43615,-7.12088,6.21578,11.58266,-12.73532,4.32529,52.83771,-1.6622,Low,Low,Low,,,Low,High,High
110,2022-09-23,16:48:33.87,3,1,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Stinson, Josh",1000083902,Right,GEO_PRA,Undefined,4,Top,2,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,90.62024,-3.4609,-3.698787,2150.306793,,,5.83869,1.18504,5.85834,,,,1.85113,-0.90848,82.15246,-5.297346,-0.806729,0.422566,,,,,,,,,,,,-9.27174,14.25178,-0.89359,50,5.55142,7.75421,-131.08095,-8.09407,-16.04067,29.16727,-7.51758,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,18b66520-3b81-11ed-8e05-8da7bbbf7e98,89.19901,,,8.46778,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:48:33.87,2022-09-23T16:48:33.8710000-04:00,2022-09-23T20:48:33.8710000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,43615130-bbb8-4375-9cf2-9840078dc8d9,54.63972,-132.10932,14.58363,5.83213,-7.82902,-3.75879,-1.17695,8.31977,-8.02033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
111,2022-09-23,16:48:48.01,3,2,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Stinson, Josh",1000083902,Right,GEO_PRA,Undefined,4,Top,2,1,0,Fastball,,FoulBall,Undefined,Undefined,Undefined,0,0,,88.42167,-3.872833,-1.387121,2159.999467,,,5.95902,1.08407,5.68359,,,,3.50966,-0.62546,80.07424,-1.59208,-2.278317,0.43352,,,,,,,,,,,,2.07646,26.58726,-0.96439,50,5.63927,3.33195,-128.11199,-7.73129,3.43657,27.49976,11.8281,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,21261fc0-3b81-11ed-8e05-8da7bbbf7e98,86.94512,,,8.34743,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:48:48.01,2022-09-23T16:48:48.0120000-04:00,2022-09-23T20:48:48.0120000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,abb1fe97-8e23-4516-ac3e-320b77221dd6,54.81599,-129.14162,13.74988,5.93703,-8.17415,5.91405,-1.08673,3.20328,1.71828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
112,2022-09-23,16:49:05.81,3,3,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Stinson, Josh",1000083902,Right,GEO_PRA,Undefined,4,Top,2,1,1,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,90.92158,-4.877423,-1.902027,2126.148852,,,6.37551,1.36528,5.3782,,,,1.98602,0.86854,82.5553,-4.662388,0.837936,0.424387,,,,,,,,,,,,-8.27099,20.34182,-1.20625,50,5.9401,3.65074,-131.47886,-10.88456,-14.44397,28.48769,3.34978,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,2bbed4e0-3b81-11ed-8e05-8da7bbbf7e98,88.81619,,,8.36628,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:49:05.81,2022-09-23T16:49:05.8150000-04:00,2022-09-23T20:49:05.8150000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,648a546d-1519-4482-acd4-5f4f0d4241a7,55.12244,-132.5841,14.24385,6.36491,-11.01452,1.67489,-1.35876,4.21112,-7.22199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
113,2022-09-23,16:49:22.71,3,4,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Stinson, Josh",1000083902,Right,GEO_PRA,Undefined,4,Top,2,2,1,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.44273,-4.642941,-1.963524,2065.524744,,,6.22174,1.37617,5.55905,,,,1.74606,0.83438,80.41253,-5.139414,0.800258,0.432253,,,,,,,,,,,,-8.45174,19.31056,-1.21705,50,5.81937,3.73405,-129.24216,-10.31716,-14.09108,30.52706,0.02132,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,35dba340-3b81-11ed-8e05-8da7bbbf7e98,87.19985,,,9.0302,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:49:22.71,2022-09-23T16:49:22.7150000-04:00,2022-09-23T20:49:22.7150000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,47e7473c-b44a-4570-b632-96d4c1100e2b,54.93967,-130.4037,15.26353,6.21195,-10.31797,0.01066,-1.36933,4.27021,-7.04554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
114,2022-09-23,16:49:43.51,3,5,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Stinson, Josh",1000083902,Right,GEO_PRA,Undefined,4,Top,2,2,2,ChangeUp,,BallCalled,Undefined,Undefined,Undefined,0,0,,79.29046,-1.40836,-3.890375,1316.661353,,,5.29221,1.02425,6.07839,,,,-0.04611,-1.59788,73.57191,-10.252032,-1.764864,0.477745,,,,,,,,,,,,-7.183,-1.52705,-0.72944,50,5.15702,7.41012,-115.08433,-4.33665,-9.66811,20.63573,-34.22943,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,4243c130-3b81-11ed-8e05-8da7bbbf7e98,78.89663,,,5.71854,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:49:43.51,2022-09-23T16:49:43.5190000-04:00,2022-09-23T20:49:43.5190000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,37ca5397-65c9-404e-9d81-23817c752d34,54.42529,-115.87511,10.31787,5.29807,-3.02495,-17.11472,-1.0205,7.78061,-4.83406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
115,2022-09-23,16:50:05.16,3,6,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Stinson, Josh",1000083902,Right,GEO_PRA,Undefined,4,Top,2,3,2,Fastball,,BallCalled,Walk,Undefined,Undefined,0,0,,88.85933,-1.255189,-1.596349,2041.302597,,,5.74054,1.28537,5.76859,,,,3.60317,0.69705,80.98594,-3.530359,0.331511,0.429332,,,,,,,,,,,,-5.89721,12.86217,-1.1597,50,5.62958,3.12453,-128.98091,-3.08914,-9.92733,27.0023,-10.52198,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,4f263f40-3b81-11ed-8e05-8da7bbbf7e98,87.7933,,,7.87339,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:50:05.16,2022-09-23T16:50:05.1690000-04:00,2022-09-23T20:50:05.1690000Z,,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,c167a046-cca4-4499-a7a0-dc9cfecbd6c7,54.72947,-129.96726,13.50115,5.7354,-2.70479,-5.26099,-1.28046,3.48716,-4.96366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
116,2022-09-23,16:50:40.62,4,1,"Radtke, Derek (DJ)",1000066681,Right,GEO_BUL,"Moore, Trippe",1000069416,Right,GEO_PRA,Undefined,4,Top,2,0,0,Fastball,,InPlay,Undefined,LineDrive,Out,1,0,,90.04095,-5.04855,-2.791732,2204.577093,,,6.27196,1.36865,5.43201,,,,2.00815,-0.0217,80.10933,-4.283666,-0.181764,0.432585,73.85766,12.026543,-16.375201,1126.811982,105.08224,9.81091,-32.52262,159.30423,143.51809,-17.953033,1.761417,-8.47705,23.44887,-1.13222,50,5.82927,5.67861,-129.87128,-11.00042,-14.13649,33.18014,6.92968,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,6443fa70-3b81-11ed-8e05-8da7bbbf7e98,87.13305,11.10666,,9.93162,,,,3.00273,1.92567,0.04308,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:50:40.62,2022-09-23T16:50:40.6210000-04:00,2022-09-23T20:50:40.6210000Z,LineDrive,v3,226,,,"Collins, Corey",690970,Right,GEO_BUL,14d53019-af3c-4e55-a475-035a50946f75,55.06882,-131.15989,16.59007,6.26171,-11.26954,3.46484,-1.36342,6.22763,-7.06824,,3.00273,101.64918,-13.06213,2.4669,-0.47182,0.08401,-0.01468,0.00219,-0.00018,1.92567,22.57099,-14.31465,0.59065,-0.07148,0.01175,-0.00028,1E-05,-1E-05,0.04308,-29.86918,1.35994,-0.16696,0.01654,0.00036,-0.00031,6E-05,-1E-05,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,High,High,,,
117,2022-09-23,16:52:37.02,1,1,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Tate, Connor",8899711,Right,GEO_BUL,Undefined,4,Bottom,0,0,0,ChangeUp,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.91771,-0.534108,2.780634,1630.812624,,,6.14145,-2.52094,5.48954,,,,3.12367,-0.68605,71.9343,-6.150152,1.140038,0.487118,,,,,,,,,,,,5.4276,8.47264,2.28354,50,6.07449,-5.18678,-114.3757,-1.99799,7.16256,21.84054,-20.99303,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,a9b1b890-3b81-11ed-8e05-8da7bbbf7e98,77.37847,,,6.98341,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:52:37.02,2022-09-23T16:52:37.0220000-04:00,2022-09-23T20:52:37.0220000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,9fe8e996-61ed-487d-915b-203623c802cd,55.00746,-115.32793,10.92027,6.14164,-1.0827,-10.49652,2.51649,-5.49906,3.58128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
118,2022-09-23,16:52:52.70,1,2,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Tate, Connor",8899711,Right,GEO_BUL,Undefined,4,Bottom,0,0,1,ChangeUp,,FoulBall,Undefined,Undefined,Undefined,0,0,,76.5144,-0.68779,2.356946,1737.473206,,,6.15398,-2.44694,5.44095,,,,2.50078,-0.81337,69.7058,-7.356867,1.130084,0.503567,46.78672,-37.488478,-63.986909,,,,,5.38129,3.38636,-25.902742,0.064889,4.21217,7.153,2.24343,50,6.06844,-4.30503,-110.90977,-2.44537,5.20307,21.37537,-23.33829,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,b30bfa40-3b81-11ed-8e05-8da7bbbf7e98,74.85082,2.73437,,6.80861,,,,3.27715,2.73437,0.85304,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:52:52.70,2022-09-23T16:52:52.7010000-04:00,2022-09-23T20:52:52.7010000Z,GroundBall,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,4cf641b8-b78c-4119-af4d-2d8ed74905f8,55.05808,-111.88035,10.68769,6.15542,-1.38566,-11.66914,2.44427,-4.54128,2.60154,,3.2749,24.09535,,,,,,,,2.7383,-42.13931,,,,,,,,0.85765,-49.37415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,Estimated,Estimated,,,
119,2022-09-23,16:53:28.84,1,3,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Tate, Connor",8899711,Right,GEO_BUL,Undefined,4,Bottom,0,0,2,Fastball,,InPlay,Undefined,GroundBall,Error,0,0,,88.40805,-3.566607,2.53724,2075.368764,,,6.38435,-2.24675,5.43541,,,,2.37631,-0.03239,79.52574,-5.199378,2.189475,0.438292,105.32952,4.174844,-20.594842,2796.274462,,,,82.08329,82.08329,-20.397629,0.563984,1.81937,16.30265,2.02343,50,6.06356,-5.57766,-127.80677,-8.09335,2.961,30.28823,-5.64187,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,c88edfe0-3b81-11ed-8e05-8da7bbbf7e98,85.99853,3.32748,,8.88232,,,,2.16136,2.22358,0.48751,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:53:28.84,2022-09-23T16:53:28.8480000-04:00,2022-09-23T20:53:28.8480000Z,GroundBall,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,06dfc36e-a4d4-45e2-8a91-e0f275c7d7b4,55.06336,-129.00112,15.14411,6.37832,-7.87088,-2.82093,2.24567,-5.69442,1.4805,,2.18291,143.71261,-19.86459,,,,,,,2.25885,10.40132,-25.64744,,,,,,,0.48654,-54.17469,4.58817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,High,High,,,
120,2022-09-23,16:54:03.32,2,1,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,4,Bottom,0,0,0,Slider,,BallCalled,Undefined,Undefined,Undefined,0,0,,73.34656,-0.220309,3.829333,2497.488006,,,6.06265,-2.67137,5.29204,,,,2.17229,2.7843,67.07915,-8.274131,7.75663,0.528822,,,,,,,,,,,,-10.18784,5.41441,2.30467,50,6.01042,-7.89177,-106.16123,-1.75262,-11.44953,20.75736,-26.08909,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,dd2087b0-3b81-11ed-8e05-8da7bbbf7e98,71.27619,,,6.26741,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:54:03.32,2022-09-23T16:54:03.3230000-04:00,2022-09-23T20:54:03.3230000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,91a39db5-c3ba-4be8-8ef4-1ac95caae242,55.21016,-107.17511,10.37868,6.06491,-0.47831,-13.04455,2.67648,-7.33252,-5.72476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
121,2022-09-23,16:54:25.01,2,2,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,4,Bottom,0,1,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,85.94855,-2.153233,2.09459,2260.231986,,,6.23057,-2.58137,5.40119,,,,2.99817,-1.2466,77.52007,-4.969994,0.753953,0.449957,,,,,,,,,,,,4.42142,13.37202,2.39999,50,6.02884,-4.21519,-124.41343,-5.0537,6.84437,27.84074,-11.47414,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,ea0b4320-3b81-11ed-8e05-8da7bbbf7e98,83.76893,,,8.42848,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:54:25.01,2022-09-23T16:54:25.0160000-04:00,2022-09-23T20:54:25.0160000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,f6617a1e-b67a-4c5b-97b0-a3e1bd9219b2,55.09455,-125.54829,13.92037,6.22531,-4.58598,-5.73707,2.57749,-4.49418,3.42219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
122,2022-09-23,16:54:44.34,2,3,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,4,Bottom,0,2,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,85.41965,-1.114822,2.820063,2256.453753,,,6.15458,-2.66219,5.50832,,,,4.18257,-0.61066,76.50933,-3.35468,1.565708,0.45304,,,,,,,,,,,,4.44815,15.06942,2.42065,50,6.05014,-5.77565,-123.5838,-2.60151,6.75732,28.70224,-9.28177,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,f58a3990-3b81-11ed-8e05-8da7bbbf7e98,83.1989,,,8.91032,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:54:44.34,2022-09-23T16:54:44.3410000-04:00,2022-09-23T20:54:44.3410000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,c391edb4-7b20-41ae-a260-15c6295a208e,54.98598,-124.73641,14.35112,6.14713,-2.22878,-4.64088,2.65804,-6.047,3.37866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
123,2022-09-23,16:55:03.57,2,4,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,4,Bottom,0,3,0,Fastball,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.09808,-1.77873,2.512512,2201.387044,,,6.12152,-2.57669,5.3476,,,,3.2864,-0.74607,74.83383,-4.513461,1.389657,0.466153,,,,,,,,,,,,3.94075,14.96765,2.35486,50,5.95181,-5.00131,-120.24212,-4.05386,5.69334,26.18474,-10.54985,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,01031580-3b82-11ed-8e05-8da7bbbf7e98,80.8585,,,8.26425,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:55:03.57,2022-09-23T16:55:03.5780000-04:00,2022-09-23T20:55:03.5780000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,e28da1d6-e68e-4c99-bd5a-8dfd985be985,55.14734,-121.35787,13.09237,6.11497,-3.60433,-5.27492,2.57314,-5.2439,2.84667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
124,2022-09-23,16:55:22.84,2,5,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,4,Bottom,0,3,1,Fastball,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.1548,-4.590173,2.27891,2290.535671,,,6.58756,-2.56994,5.1911,,,,2.19646,-1.00171,78.48897,-4.956235,1.055957,0.446308,,,,,,,,,,,,4.13646,20.56891,2.36382,50,6.16107,-4.69026,-125.84211,-9.8798,6.55917,28.19588,0.44202,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,0c80fa80-3b82-11ed-8e05-8da7bbbf7e98,84.45385,,,8.66583,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:55:22.84,2022-09-23T16:55:22.8480000-04:00,2022-09-23T20:55:22.8480000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,3d0f0440-3b16-4b4d-a25f-50cd85e97413,55.30641,-127.02549,14.09794,6.57611,-9.89835,0.22101,2.56644,-4.96554,3.27958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
125,2022-09-23,16:55:42.82,2,6,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Condon, Charlie",1000133690,Right,GEO_BUL,Undefined,4,Bottom,0,3,2,Fastball,,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,86.36976,-1.842903,2.973675,2254.441774,,,5.92672,-2.52861,5.46834,,,,2.62012,-0.32376,78.7894,-5.411346,1.735277,0.444979,,,,,,,,,,,,4.33528,10.59634,2.27168,50,5.75173,-6.19705,-125.13572,-4.61404,6.86559,25.5447,-15.3931,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,1864cd40-3b82-11ed-8e05-8da7bbbf7e98,84.70602,,,7.58036,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:55:42.82,2022-09-23T16:55:42.8270000-04:00,2022-09-23T20:55:42.8270000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,60644b68-689b-475b-a498-61342ed394ce,55.02946,-126.15823,12.77235,5.92409,-3.99787,-7.69655,2.52524,-6.47186,3.4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
126,2022-09-23,16:56:16.67,3,1,"Evans Jr, Jarvis",1000127884,Left,GEO_PRA,"Collins, Corey",690970,Left,GEO_BUL,Undefined,4,Bottom,1,0,0,Fastball,,BallCalled,Undefined,Undefined,Undefined,0,0,,86.94828,-2.538753,4.647066,2204.595866,,,6.12074,-2.49634,5.50537,,,,2.29878,1.0187,79.57757,-5.795019,2.858809,0.441807,,,,,,,,,,,,6.30571,11.32902,2.09657,50,5.88678,-9.7791,-125.73848,-6.10713,10.12922,24.68806,-13.97564,GEO_BUL,GEO_PRA,UGeorgia,TeamExclusive,Team,20220923-UGeorgia-Private-1,2c9d0a70-3b82-11ed-8e05-8da7bbbf7e98,85.31423,,,7.37071,,,,,,,e351aef0-7c4c-47b9-8e78-b3e78b3ec45d,2022-09-23,20:56:16.67,2022-09-23T16:56:16.6700000-04:00,2022-09-23T20:56:16.6700000Z,,v3,226,,,"Gonzalez, Fernando",1000064202,Right,GEO_PRA,61286eb1-f9f1-4e51-ab53-2d0cdbd1dba9,54.99284,-126.715,12.34403,6.11741,-5.55433,-6.98782,2.4913,-10.17975,5.06461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
