GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ
fb14c1e4-5395-433c-966b-3287a6350ee1,1,8915b230-c5ac-11ec-9372-89a9be210a60,ea5859a0-4620-40d0-b96e-2fc6a9b07c4b,2022-04-26,18:02:16.01,2022-04-26,22:02:16.01,2022-04-26T18:02:16.0150000-04:00,2022-04-26T22:02:16.0150000Z,GEO_BUL,GEO_PAN,StrikeSwinging,Undefined,RightInfieldShift,65.55429,62.69247,,,81.76403,-22.29953,146.46088,8.20793,251.11519,-123.95308,304.67621,0.2771,244.68423,123.47249
fb14c1e4-5395-433c-966b-3287a6350ee1,2,9dce42f0-c5ac-11ec-9372-89a9be210a60,b175d7b6-9d5d-4718-9795-357a0ffdf241,2022-04-26,18:02:50.89,2022-04-26,22:02:50.89,2022-04-26T18:02:50.8947518-04:00,2022-04-26T22:02:50.8947518Z,GEO_BUL,GEO_PAN,StrikeCalled,Undefined,NoShift,101.01659,66.12255,145.80134,34.42915,71.15377,-49.68515,142.34865,-39.05039,249.49695,-122.93657,296.21934,0.94779,243.73808,123.99788
fb14c1e4-5395-433c-966b-3287a6350ee1,3,a6ffee00-c5ac-11ec-9372-89a9be210a60,7690ce1b-e48a-4c50-b52f-a60567325873,2022-04-26,18:03:06.23,2022-04-26,22:03:06.23,2022-04-26T18:03:06.2399038-04:00,2022-04-26T22:03:06.2399038Z,GEO_BUL,GEO_PAN,StrikeCalled,Undefined,NoShift,100.67532,65.17297,145.27218,35.72298,71.99099,-49.96284,143.64152,-40.7297,251.21789,-123.65477,296.37897,0.93372,244.96853,124.19456
fb14c1e4-5395-433c-966b-3287a6350ee1,4,b1c2e770-c5ac-11ec-9372-89a9be210a60,c37a1fb2-b378-41c2-bdcb-8f6a344609c8,2022-04-26,18:03:24.21,2022-04-26,22:03:24.21,2022-04-26T18:03:24.2177598-04:00,2022-04-26T22:03:24.2177598Z,GEO_BUL,GEO_PAN,BallCalled,Undefined,NoShift,101.42178,65.25954,149.2238,37.55547,89.75171,-65.34374,142.26215,-41.98866,252.45497,-123.84232,298.25116,0.8196,243.20994,123.43998
fb14c1e4-5395-433c-966b-3287a6350ee1,5,bccb9c70-c5ac-11ec-9372-89a9be210a60,115f0261-4a11-4ecc-a4cf-7e260ef9a74e,2022-04-26,18:03:42.75,2022-04-26,22:03:42.75,2022-04-26T18:03:42.7555902-04:00,2022-04-26T22:03:42.7555902Z,GEO_BUL,GEO_PAN,BallCalled,Undefined,NoShift,103.6391,65.61643,146.8589,36.07492,90.54829,-66.51275,143.59266,-42.19003,251.10486,-123.63554,295.70917,1.01952,241.95507,122.97328
fb14c1e4-5395-433c-966b-3287a6350ee1,6,c8c31e40-c5ac-11ec-9372-89a9be210a60,3d835a95-2618-45bb-8ab0-c543f552a768,2022-04-26,18:04:02.86,2022-04-26,22:04:02.86,2022-04-26T18:04:02.8642878-04:00,2022-04-26T22:04:02.8642878Z,GEO_BUL,GEO_PAN,FoulBall,Undefined,NoShift,103.09227,65.50932,147.36853,37.03952,92.1497,-66.78549,142.10446,-40.86268,252.45238,-123.35375,297.76487,0.90761,241.91031,122.57988
fb14c1e4-5395-433c-966b-3287a6350ee1,7,d7de0020-c5ac-11ec-9372-89a9be210a60,437f93ef-fcd2-4d5b-b413-0c25d7e5f7b3,2022-04-26,18:04:28.23,2022-04-26,22:04:28.23,2022-04-26T18:04:28.2386494-04:00,2022-04-26T22:04:28.2386494Z,GEO_BUL,GEO_PAN,BallCalled,Undefined,NoShift,102.69201,64.96648,149.16553,35.45152,92.87874,-67.90763,140.95079,-42.98607,251.42982,-123.56848,298.39167,0.84724,243.57988,124.00765
fb14c1e4-5395-433c-966b-3287a6350ee1,8,e2295890-c5ac-11ec-9372-89a9be210a60,81e00252-a53c-4de6-b73b-a0bb53acb4e0,2022-04-26,18:04:45.45,2022-04-26,22:04:45.45,2022-04-26T18:04:45.4587454-04:00,2022-04-26T22:04:45.4587454Z,GEO_BUL,GEO_PAN,FoulBall,Undefined,NoShift,103.29327,65.65339,147.85974,36.04423,92.37944,-67.06832,141.38082,-41.21892,250.94167,-123.09416,296.60527,1.0175,241.45121,122.68158
fb14c1e4-5395-433c-966b-3287a6350ee1,9,f04b0d60-c5ac-11ec-9372-89a9be210a60,df7c7c7f-b84f-4816-a7de-f109f30c13d7,2022-04-26,18:05:09.18,2022-04-26,22:05:09.18,2022-04-26T18:05:09.1809342-04:00,2022-04-26T22:05:09.1809342Z,GEO_BUL,GEO_PAN,BallCalled,Undefined,NoShift,102.34443,64.64475,147.1534,38.34136,92.86769,-67.52133,142.88844,-40.41307,251.5175,-123.47715,295.89691,0.81864,241.64615,122.19443
fb14c1e4-5395-433c-966b-3287a6350ee1,10,0b9522e0-c5ad-11ec-9372-89a9be210a60,fd76f398-85bc-4973-8b3d-6618f730167e,2022-04-26,18:05:54.95,2022-04-26,22:05:54.95,2022-04-26T18:05:54.9538366-04:00,2022-04-26T22:05:54.9538366Z,GEO_BUL,GEO_PAN,FoulBall,Undefined,NoShift,65.69516,59.52753,144.90965,15.99659,87.59425,-64.72475,140.30926,-36.50872,246.14773,-138.94547,303.43976,-17.80891,257.19199,103.74316
