GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ
db18e64c-6d3b-483a-87dc-d73da305cc9a,1,fd5d7a50-b14e-11ec-8ab1-df96d05baabd,91657ce0-6527-4869-adc1-4e6b89421c48,2022-03-31,20:02:14.20,2022-04-01,00:02:14.20,2022-03-31T20:02:14.2090000-04:00,2022-04-01T00:02:14.2090000Z,GEO_BUL,FLA_GAT,StrikeSwinging,Undefined,NoShift,68.01587,60.43848,158.12811,7.68213,96.89194,-80.5178,,,255.30015,-125.79706,308.11593,-1.40127,262.8495,131.72225
db18e64c-6d3b-483a-87dc-d73da305cc9a,2,151679d0-b14f-11ec-8ab1-df96d05baabd,0d141816-adf0-4eec-907f-1cd58d5e1c14,2022-03-31,20:02:54.07,2022-04-01,00:02:54.07,2022-03-31T20:02:54.0734728-04:00,2022-04-01T00:02:54.0734728Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,NoShift,95.63479,76.33234,143.50461,57.16356,79.89913,-48.13072,144.41134,-26.1606,254.97407,-125.13926,306.82748,-0.15768,259.18239,130.43742
db18e64c-6d3b-483a-87dc-d73da305cc9a,3,1d9bb840-b14f-11ec-8ab1-df96d05baabd,b23d3c40-09a6-4d06-b604-8b04ba8028c1,2022-03-31,20:03:08.32,2022-04-01,00:03:08.32,2022-03-31T20:03:08.3271432-04:00,2022-04-01T00:03:08.3271432Z,GEO_BUL,FLA_GAT,FoulBall,Undefined,NoShift,96.31242,77.40948,142.03026,56.93269,84.61156,-43.98384,145.20691,-24.02555,256.05723,-125.43749,306.51658,-0.33902,258.89102,130.6255
db18e64c-6d3b-483a-87dc-d73da305cc9a,4,2bb66830-b14f-11ec-8ab1-df96d05baabd,f5743e93-2d72-41ff-b9e5-a6fd85b6e023,2022-03-31,20:03:32.00,2022-04-01,00:03:32.00,2022-03-31T20:03:32.0002312-04:00,2022-04-01T00:03:32.0002312Z,GEO_BUL,FLA_GAT,StrikeSwinging,Undefined,NoShift,96.52045,78.14481,142.83149,54.80465,85.64012,-44.83293,145.35427,-23.89689,254.79275,-124.77969,305.10439,-0.05856,259.3917,130.13916
db18e64c-6d3b-483a-87dc-d73da305cc9a,5,359f7c60-b14f-11ec-8ab1-df96d05baabd,f858fd5a-dc64-4c43-86ff-4e012d2d3880,2022-03-31,20:03:48.58,2022-04-01,00:03:48.58,2022-03-31T20:03:48.5887240-04:00,2022-04-01T00:03:48.5887240Z,GEO_BUL,FLA_GAT,InPlay,Out,NoShift,95.21463,78.64565,143.3713,54.6361,106.00741,-61.4786,147.56749,-19.78473,254.63421,-124.60702,304.54404,-0.19512,255.18142,127.98176
db18e64c-6d3b-483a-87dc-d73da305cc9a,6,4b740470-b14f-11ec-8ab1-df96d05baabd,e47adfb2-de8e-42ab-ab51-094d4f4ac05d,2022-03-31,20:04:25.31,2022-04-01,00:04:25.31,2022-03-31T20:04:25.3156104-04:00,2022-04-01T00:04:25.3156104Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,LeftInfieldShift,99.40784,54.17977,155.165,-16.53235,82.97096,-67.19708,125.43164,-55.07069,257.50107,-127.79132,314.49605,-25.84765,274.21971,116.35286
db18e64c-6d3b-483a-87dc-d73da305cc9a,7,53a619d0-b14f-11ec-8ab1-df96d05baabd,dcf6add3-6c4e-473b-8cf1-2b9260736b57,2022-03-31,20:04:38.97,2022-04-01,00:04:38.97,2022-03-31T20:04:38.9794056-04:00,2022-04-01T00:04:38.9794056Z,GEO_BUL,FLA_GAT,FoulBall,Undefined,LeftInfieldShift,102.2759,56.81571,155.05571,-18.2069,82.45503,-67.39981,126.0485,-54.82815,255.37943,-130.95042,314.63892,-24.51212,273.37588,116.03162
db18e64c-6d3b-483a-87dc-d73da305cc9a,8,5e3ef600-b14f-11ec-8ab1-df96d05baabd,7ecdd587-7e7b-45bb-aeec-8d112b60ef1c,2022-03-31,20:04:56.70,2022-04-01,00:04:56.70,2022-03-31T20:04:56.7028488-04:00,2022-04-01T00:04:56.7028488Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,LeftInfieldShift,102.49929,57.37288,152.30641,-20.2959,84.1205,-69.01483,126.69709,-56.35497,254.13962,-130.80608,313.1999,-29.15159,274.29903,115.55201
db18e64c-6d3b-483a-87dc-d73da305cc9a,9,6656cca0-b14f-11ec-8ab1-df96d05baabd,42482cad-dbfd-4349-b2c1-d37203aadd72,2022-03-31,20:05:10.40,2022-04-01,00:05:10.40,2022-03-31T20:05:10.4043784-04:00,2022-04-01T00:05:10.4043784Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,LeftInfieldShift,104.87282,59.46695,152.84084,-20.80435,83.75943,-69.90276,126.05476,-55.01811,256.15295,-130.65406,314.2234,-27.63369,273.19796,114.94633
db18e64c-6d3b-483a-87dc-d73da305cc9a,10,6fb07210-b14f-11ec-8ab1-df96d05baabd,f3459ec6-6f3e-423d-a5f2-a6616df23186,2022-03-31,20:05:25.96,2022-04-01,00:05:25.96,2022-03-31T20:05:25.9635464-04:00,2022-04-01T00:05:25.9635464Z,GEO_BUL,FLA_GAT,StrikeCalled,Undefined,LeftInfieldShift,103.97204,59.15492,152.98126,-20.49936,84.50962,-69.83858,125.18089,-53.61442,255.2877,-130.37081,314.97932,-27.28038,275.219,115.40575
