GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ
baec65c8-424f-4b3f-80a9-aeda8de30f77,1,e8d109b0-b2ae-11ec-85f3-911a396e0907,4a953682-433e-424f-9d1e-b84d8f7d316b,2022-04-02,14:01:22.00,2022-04-02,18:01:22.00,2022-04-02T14:01:22.0000000-04:00,2022-04-02T18:01:22.0000000Z,GEO_BUL,FLA_GAT,StrikeSwinging,Undefined,NoShift,82.36733,57.25293,,,132.39018,-85.21774,131.34857,-4.33182,255.72779,-124.80551,299.20132,0.37377,265.16731,134.4926
baec65c8-424f-4b3f-80a9-aeda8de30f77,2,004d9c70-b2af-11ec-85f3-911a396e0907,1fb92c8c-ef72-42d8-9dc4-9a2ff121fb1b,2022-04-02,14:02:01.46,2022-04-02,18:02:01.46,2022-04-02T14:02:01.4685144-04:00,2022-04-02T18:02:01.4685144Z,GEO_BUL,FLA_GAT,StrikeCalled,Undefined,NoShift,95.5243,75.28476,143.06073,51.47321,76.85058,-45.41549,143.62603,-23.1776,255.61291,-124.97383,304.0991,-0.76878,263.05185,131.75492
baec65c8-424f-4b3f-80a9-aeda8de30f77,3,08a75e10-b2af-11ec-85f3-911a396e0907,b19defd0-aeaf-4259-8f7a-2887c1465906,2022-04-02,14:02:15.32,2022-04-02,18:02:15.32,2022-04-02T14:02:15.3298392-04:00,2022-04-02T18:02:15.3298392Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,NoShift,96.26346,76.18686,142.77765,49.79836,77.71491,-46.31211,146.46846,-20.47314,253.35203,-124.48762,303.56778,-0.82129,262.79053,131.50894
baec65c8-424f-4b3f-80a9-aeda8de30f77,4,111013d0-b2af-11ec-85f3-911a396e0907,f023d10d-f5d4-4aaf-b60f-dc4bc457fc61,2022-04-02,14:02:29.46,2022-04-02,18:02:29.46,2022-04-02T14:02:29.4690776-04:00,2022-04-02T18:02:29.4690776Z,GEO_BUL,FLA_GAT,InPlay,Single,NoShift,95.59223,75.55109,144.83615,51.37106,79.18906,-45.89555,143.45589,-23.84231,256.32082,-125.84265,301.87468,-0.70892,262.95681,132.16313
baec65c8-424f-4b3f-80a9-aeda8de30f77,5,26d1b020-b2af-11ec-85f3-911a396e0907,02980cdd-62ac-4be2-b578-9b8b340b5e1f,2022-04-02,14:03:06.09,2022-04-02,18:03:06.09,2022-04-02T14:03:06.0902872-04:00,2022-04-02T18:03:06.0902872Z,GEO_BUL,FLA_GAT,StrikeCalled,Undefined,LeftInfieldShift,63.23149,60.78383,145.56897,-13.56006,78.28198,-60.1507,126.42074,-50.24418,254.15593,-132.662,310.18326,-18.29716,285.34252,114.43773
baec65c8-424f-4b3f-80a9-aeda8de30f77,6,33785db0-b2af-11ec-85f3-911a396e0907,8e8253da-0032-4ad7-9c01-724201c1ce37,2022-04-02,14:03:27.22,2022-04-02,18:03:27.22,2022-04-02T14:03:27.2226776-04:00,2022-04-02T18:03:27.2226776Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,LeftInfieldShift,62.91597,60.56089,144.98941,-13.46248,78.09784,-60.22931,123.99526,-50.87017,255.1763,-133.4978,309.241,-16.67939,287.14591,114.80255
baec65c8-424f-4b3f-80a9-aeda8de30f77,7,48868880-b2af-11ec-85f3-911a396e0907,e7c5892b-3133-4ba1-a3cb-4158513f3d2c,2022-04-02,14:04:02.51,2022-04-02,18:04:02.51,2022-04-02T14:04:02.5171928-04:00,2022-04-02T18:04:02.5171928Z,GEO_BUL,FLA_GAT,StrikeCalled,Undefined,LeftInfieldShift,62.86097,60.24758,146.07168,-17.51674,79.42483,-61.20756,123.14885,-50.00776,257.58705,-134.21288,307.14787,-15.40262,286.63214,114.60669
baec65c8-424f-4b3f-80a9-aeda8de30f77,8,572a1780-b2af-11ec-85f3-911a396e0907,903c7f0b-c5cd-4675-b467-32fd2cb8b7cf,2022-04-02,14:04:27.08,2022-04-02,18:04:27.08,2022-04-02T14:04:27.0880728-04:00,2022-04-02T18:04:27.0880728Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,LeftInfieldShift,62.86682,60.28955,144.66708,-16.27303,87.08983,-69.685,123.92978,-51.09687,255.56862,-133.13025,305.60532,-14.99723,285.70567,113.97587
baec65c8-424f-4b3f-80a9-aeda8de30f77,9,62cce9a0-b2af-11ec-85f3-911a396e0907,7431ef6a-d422-4074-be2c-df95c79931e2,2022-04-02,14:04:46.66,2022-04-02,18:04:46.66,2022-04-02T14:04:46.6692568-04:00,2022-04-02T18:04:46.6692568Z,GEO_BUL,FLA_GAT,BallCalled,Undefined,LeftInfieldShift,63.37325,60.87626,144.68343,-16.10067,87.76791,-68.91574,123.87575,-52.37549,256.02717,-133.15385,308.02977,-14.09388,284.51825,113.56236
baec65c8-424f-4b3f-80a9-aeda8de30f77,10,7b4bd130-b2af-11ec-85f3-911a396e0907,88378a11-9339-41b1-bb07-5d505369ff8a,2022-04-02,14:05:27.82,2022-04-02,18:05:27.82,2022-04-02T14:05:27.8242776-04:00,2022-04-02T18:05:27.8242776Z,GEO_BUL,FLA_GAT,FoulBall,Undefined,LeftInfieldShift,63.16247,60.71734,144.29407,-15.15473,87.7095,-69.57145,124.52627,-51.40472,254.37871,-132.32771,308.48622,-12.32596,282.18826,115.51977
